appid,name,genres,categories
1588560,The Swordsmen X: Survival,"Action, Adventure, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Family Sharing"
1588570,Lacuna: Prologue,"Adventure, Indie, Free To Play","Single-player, Full controller support, Steam Cloud"
1588580,Little Party Legends,"Action, Casual, Sports","Multi-player, PvP, Online PvP, Family Sharing"
1588590,Akyrikon VR,"RPG, Sports, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing"
1588600,Sorcs: Siege Chronicles,"Indie, Strategy","Single-player, Steam Achievements, Family Sharing"
1588610,Beers and Boomerangs,"Action, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Family Sharing"
1588620,ORIMON.1 - Bilfy & Krotroklon,"Casual, Indie","Single-player, Family Sharing"
1588670,Hammer & Potion,"Action, Adventure, Simulation","Single-player, Steam Achievements, Family Sharing"
1588680,Deep in the Forest,"Casual, Free To Play, Indie","Single-player, Family Sharing"
1588700,Race me now,"Action, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Steam Cloud"
1588730,Manascape,"Indie, RPG","Single-player, Family Sharing"
1588760,Switchball HD,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing"
1588780,Laser Droplets,"Action, Indie","Single-player, Full controller support, Family Sharing"
1588790,Puzzle Dazzle,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing"
1588860,Festival,"Action, Adventure, Casual, Indie, RPG, Simulation, Free To Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support"
1588870,iblis,"Action, Adventure, Indie, Simulation","Single-player, Family Sharing"
1588880,Seductive Tombs,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
1588910,Peppy's Adventure,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing"
1588940,Storm Tale 2,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1588950,Mind-Blowing Girls 2,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1589010,Newton's Life at Home,Casual,"Single-player, Family Sharing"
1589020,Pornocrates,"Action, Adventure","Single-player, Family Sharing"
1589040,Fruit Juice,"Casual, Indie, Strategy","Single-player, Family Sharing"
1589060,Vaporpunk 2069,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Partial Controller Support, Family Sharing"
1589070,VR Bukkake,Simulation,"Single-player, Tracked Controller Support, VR Only, Family Sharing"
1589080,Grim Tales: Trace in Time Collector's Edition,"Adventure, Casual","Single-player, Family Sharing"
1589120,Above Snakes,"Adventure, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Camera Comfort, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Steam Cloud, Family Sharing"
1589240,Jigsaw Jolt: Neural Style 1,"Casual, Strategy","Single-player, Family Sharing"
1589260,Happy Z-Day,"Action, Indie, Strategy","Single-player, Steam Achievements, Family Sharing"
1589270,HexaBeat!,"Action, Casual, Indie, Massively Multiplayer, Strategy, Free To Play","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor"
1589290,Kitsu's Destiny,"Adventure, Casual, Indie, RPG","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
1589300,LookForDanger,"Action, Adventure, Indie, RPG","Single-player, Family Sharing"
1589330,SH1-R0,"Action, Indie, RPG","Single-player, Full controller support, Family Sharing"
1589340,Solo ReflectioN!,"Casual, Indie, Simulation","Single-player, Full controller support, Steam Leaderboards, Family Sharing"
1589360,StarScraper,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
1589370,Speedpunk,"Action, Free To Play, Indie, Racing, Simulation","Single-player, Steam Achievements, Steam Leaderboards"
1589380,Horatio Goes Snowboarding,"Action, Indie, Sports","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing"
1589410,Bunny Factory,"Casual, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1589420,Memorize Cards,"Casual, Indie","Single-player, Family Sharing"
1589430,Polar Penguin,"Action, Casual, Indie","Single-player, Family Sharing"
1589440,Calculate It!,"Casual, Indie, Simulation, Strategy","Single-player, Family Sharing"
1589450,Frogiee,"Action, Casual, Indie","Single-player, Family Sharing"
1589460,Little Fighters on Stream,"Action, Casual, Massively Multiplayer","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing"
1589470,Tavern Keeper Simulator,"RPG, Simulation, Early Access","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1589480,Inside Soccer,"Casual, Indie, Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Full controller support, Camera Comfort, Color Alternatives, Keyboard Only Option, Playable without Timed Input, Remote Play on TV, Remote Play Together, Family Sharing"
1589490,MeiQi 2022,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
1589500,Fate of Dynasty,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud"
1589520,Acquiescence,Action,"Single-player, Full controller support, Family Sharing"
1589540,Whispers in the Dark,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
1589550,Le Frenchie,"Action, Adventure, Free To Play, Indie","Single-player, Full controller support"
1589560,Box Cat Bash,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Family Sharing"
1589570,Dunjungle,"Action, Adventure, Indie, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1589580,Small Town Terrors: Galdor's Bluff Collector's Edition,"Adventure, Casual","Single-player, Family Sharing"
1589590,Dark Survival,"Action, Indie, Early Access","Single-player, Multi-player, Family Sharing"
1589610,The Frogs,Indie,"Single-player, Steam Achievements, Family Sharing"
1589660,Elwick,Casual,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing"
1589670,Bullfrogs,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Remote Play Together, Family Sharing"
1589680,Torii,Indie,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
1589700,Trash,Adventure,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Captions available, Family Sharing"
1589710,The Power Latch Kid,"Action, Indie","Single-player, Full controller support, Family Sharing"
1589720,BloodType,"Casual, Indie","Single-player, Family Sharing"
1589730,Escape - The Speedrun Game,"Adventure, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing"
1589760,Anima Island,"Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1589770,Engine Evolution 2021,"Action, Casual, Indie, Massively Multiplayer, Racing, Simulation, Sports, Free To Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Partial Controller Support"
1589790,After,"Action, Adventure, RPG, Early Access","Single-player, Family Sharing"
1589820,Denari,"Action, Adventure, Indie","Single-player, Full controller support, Family Sharing"
1589830,Lords of the Darkreign,"RPG, Simulation, Strategy, Early Access","Single-player, Family Sharing"
1589860,MAYBE I CAN,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
1589880,Tower Of Wishes,Casual,"Single-player, Steam Achievements, Family Sharing"
1589890,便利商店6,Simulation,"Single-player, Family Sharing"
1589920,Long Ago: A Puzzle Tale,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1589940,Don't Ask Succubus,Indie,"Single-player, Family Sharing"
1589970,Colorize Inspect,"Casual, Indie","Single-player, Family Sharing"
1590000,Tales of the Black Death,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
1590020,LaserShotz,"Action, Free To Play, Indie","Multi-player, PvP, Online PvP"
1590030,Endless Furry Ping-Pong,"Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Leaderboards"
1590070,Project Hunter,"Free To Play, Indie, Strategy","Single-player, Partial Controller Support"
1590080,Color Souls,Indie,"Single-player, Steam Achievements, Full controller support, Family Sharing"
1590100,Acras,"Action, Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, LAN PvP, Co-op, LAN Co-op, Family Sharing"
1590110,eteeConnect,"Free To Play, Utilities","Single-player, VR Supported"
1590130,Car Drive,"Adventure, Indie","Single-player, Family Sharing"
1590150,Alone in the Office,"Action, Indie","Single-player, Steam Achievements, Family Sharing"
1590160,Liberté,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1590180,Shillelagh,Action,"Single-player, Family Sharing"
1590190,Self-Delusion,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
1590230,Tyrion Cuthbert: Attorney of the Arcane,"Casual, Indie","Single-player, Family Sharing"
1590250,Junkpunk: Arena,"Action, Casual, Free To Play, Indie","Multi-player, PvP, Online PvP, LAN PvP"
1590260,Cube Space,"Action, Casual, Indie, Simulation","Single-player, Family Sharing"
1590270,Partitas,Casual,"Single-player, Steam Achievements, Family Sharing"
1590320,Bro Falls: Ultimate Showdown,"Action, Casual, Free To Play, Indie, Massively Multiplayer, Racing","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, In-App Purchases, Steam Cloud"
1590330,Lasagna Boy,"Action, Adventure, Indie","Single-player, Partial Controller Support, Family Sharing"
1590360,He Needs His Medicine,"Action, Adventure, Casual, Indie, RPG, Simulation, Free To Play","Single-player, Steam Achievements, Steam Cloud"
1590380,Bonhomme 7 Heures,"Casual, Free To Play, Indie",Single-player
1590390,ACE Overheat 空战:过热,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1590420,悠悠猴大冒险,"Adventure, Casual, Indie","Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Family Sharing"
1590430,Snow Daze: Redaze,Casual,"Single-player, Family Sharing"
1590450,OmniGrav,"Adventure, Free To Play, Indie","Single-player, Partial Controller Support, Family Sharing"
1590500,Before Began  开始之前,"Adventure, RPG, Early Access","Single-player, Family Sharing"
1590570,外兽祭·兽人们的冒险酒馆,"Adventure, Indie, RPG, Strategy, Free To Play","Single-player, Steam Achievements, Steam Cloud"
1590600,"OPPAI Academy Big, Bouncy, Booby Babes!","Adventure, Casual","Single-player, Steam Cloud, Family Sharing"
1590640,Savior of the Abyss,Adventure,"Single-player, Family Sharing"
1590660,Mr. Hopp's Playhouse 2,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing"
1590670,Erotic Jigsaw Puzzle,"Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing"
1919500,Pickle Clicker,"Casual, Indie, Free To Play, Early Access","Single-player, Steam Achievements, Steam Cloud"
1919510,Alone in the Grey,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
1919530,Prototype TD 2,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing"
1919540,The Lost Condor,Casual,"Single-player, Partial Controller Support, Family Sharing"
1919550,Hidden Cats in Paris,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1919570,Charset Crossfire,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
1919600,Paper Perjury,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1919610,ARACNIDIUM,"Casual, Indie, Strategy","Single-player, Partial Controller Support, Family Sharing"
1919700,No Lights 2,"Action, Adventure, Indie","Single-player, Family Sharing"
1919710,WHY I was Born,"Action, Adventure, Casual, Indie","Single-player, Family Sharing"
1919720,Crimson Dawn,"Action, Adventure, Casual, Indie, RPG","Single-player, Full controller support, Family Sharing"
1919740,奉天白事铺,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1919750,Ponchoman,"Action, Indie","Single-player, Family Sharing"
1919770,Wobbl,"Action, Adventure, Casual, Indie","Single-player, Family Sharing"
1919800,Unlucky Sniper,"Casual, Indie, Early Access","Single-player, Family Sharing"
1919850,Edgar,"Action, Adventure, Indie, Strategy","Single-player, Full controller support, Family Sharing"
1919900,Dreamed Away,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1919910,Aoihana,"Adventure, Casual, Indie, RPG","Single-player, Family Sharing"
1919920,Eyeball Master,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Family Sharing"
1919960,Vulnerable,Adventure,"Single-player, Full controller support, Family Sharing"
1920010,Mad Murder's Mystery Pie Shop,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
1920040,One By One,"Adventure, Casual, Indie, RPG","Single-player, Family Sharing"
1920080,Trident: Naval Doctrine,"Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing"
1920100,Backfirewall_,"Adventure, Casual, Indie","Single-player, Full controller support, Steam Cloud, Family Sharing"
1920120,맛있는 사랑,"Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
1920160,Super Rich,"Casual, Indie","Single-player, Steam Cloud, Family Sharing"
1920190,BAD BLOOD: 1926,"Action, Indie","Single-player, Partial Controller Support, Family Sharing"
1920200,Rockstar Life Playtest,,
1920210,PREDATOR AND WRECK 捕食者と崩壊,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing"
1920230,Venice Master,"RPG, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1920270,Slackline VR,"Action, Adventure, Casual, Indie, Simulation, Sports","Single-player, Tracked Controller Support, VR Only, Family Sharing"
1920290,Barkour,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing"
1920320,Parasite,"Indie, RPG, Early Access","Single-player, Family Sharing"
1920330,Bullet Priest,"Action, Casual, Indie","Single-player, Full controller support, Family Sharing"
1920390,Yummy Girl 2,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
1920400,Bunny Girl Story,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
1920410,The Sargosian Abyss,"Indie, RPG, Strategy","Single-player, Family Sharing"
1920420,SONOHIGURASHI VS. TOUHOU UNIVERSE,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing"
1920430,FUMES,"Action, Adventure, Casual, Indie, Racing, Early Access","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
1920440,Big Tower Tiny Square 2,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
1920450,Colors! Maze 2,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1920460,Reset Memory,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
1920480,River City Girls 2,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
1920490,The Outer Worlds: Spacer's Choice Edition,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1920500,STUG,"Action, Free To Play","Multi-player, PvP, Online PvP, In-App Purchases"
1920510,The Elevator Game,Indie,"Single-player, Steam Achievements, VR Supported, Family Sharing"
1920520,Risky Woods,"Action, Adventure","Single-player, Family Sharing"
1920540,Dreamin' Her - 僕は、彼女の夢を見る。-,"Adventure, Simulation","Single-player, Family Sharing"
1920550,Jasper Vice: Legends Untold Playtest,,
1920580,Ramen or Jail Playtest,,
1920610,A Good Truck Driver,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Family Sharing"
1920650,Contrablade: Stadium Rush,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1920660,依依,"Casual, Indie, RPG","Single-player, Family Sharing"
1920700,Candle Prick,"Casual, Indie","Single-player, Full controller support, Family Sharing"
1920710,Codemakers!,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Family Sharing"
1920720,mtion worlds,"Simulation, Free To Play, Game Development, Early Access",
1920760,StereoPaint,"Animation & Modeling, Design & Illustration","Tracked Controller Support, VR Supported"
1920770,飛天歷險國際中文版,"Massively Multiplayer, RPG","Multi-player, MMO, In-App Purchases, Steam Cloud"
1920780,Stray Gods: The Roleplaying Musical,Adventure,"Single-player, Full controller support, Family Sharing"
1920790,生人症候群,Indie,"Single-player, Family Sharing"
1920800,Project Angels,"Casual, Indie, Simulation","Single-player, Family Sharing"
1920810,Calmie Dots,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1920820,伏妖绘卷,"Casual, Free To Play, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases"
1920830,Fractal City,"Action, Adventure, Indie","Single-player, Full controller support, Family Sharing"
1920840,Heavy Hearts,"Action, Indie, RPG","Single-player, Partial Controller Support, Family Sharing"
1920850,Air Museum VR,Simulation,"Single-player, Tracked Controller Support, VR Only, Family Sharing"
1920870,Protozoa,"Action, Indie, Strategy","Single-player, Family Sharing"
1920930,2080 APOCALYPSE,"Action, Adventure, Indie","Single-player, Family Sharing"
1920940,Minebot expedition,"Casual, Indie","Single-player, Family Sharing"
1920950,Space Voyager,"Casual, Indie","Single-player, Full controller support, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
1920960,VPet,"Casual, Indie, RPG, Simulation, Free To Play","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor"
1921040,Wizard of Hunting Life,"Action, Indie, RPG","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
1921080,Galaxy Splitter,"Action, Free To Play","Single-player, In-App Purchases"
1921090,Tokyo Cop,"Adventure, Indie","Single-player, Family Sharing"
1921120,Emoji Merge - Puzzle Matching,"Adventure, Casual, Indie, Strategy","Single-player, Family Sharing"
1921130,Disinfection,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
1921140,Into The Underdusk,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Family Sharing"
1921160,TINY ISLANDS,"Adventure, Casual, Indie","Single-player, Family Sharing"
1921170,Raid Off!,"RPG, Strategy",Single-player
1921180,Escape Game - FORT BOYARD 2022,"Action, Adventure, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing"
1921200,A List Of People Who Went Missing In The Scheleirland National Forest,Indie,"Single-player, Family Sharing"
1921210,Hidden Objects: Tranquil Valley,Casual,"Single-player, Steam Achievements, Family Sharing"
1921240,DuckHunt - Missouri Kidz,"Action, Casual, Indie, Massively Multiplayer","Single-player, Multi-player, PvP, LAN PvP, Shared/Split Screen PvP, Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Family Sharing"
1921250,Splinters of Regret,"Action, Indie",Single-player
1921270,Alcohol Empire,"Indie, Massively Multiplayer, Strategy","Multi-player, PvP, Online PvP"
1921330,Echo Wars - Road Rage,"Action, Racing, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Steam Leaderboards, Family Sharing"
1921340,Fallen Legion Revenants,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1921370,Delivery Driver - The Simulation,"Indie, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing"
1921390,Build Lands,"Casual, Indie","Single-player, Steam Achievements, Steam Workshop, Family Sharing"
1921400,Note Brawl Playtest,,
1921450,Quoin,"Action, Indie","Single-player, Full controller support, Family Sharing"
1921460,Zap Dem Rats,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing"
1921470,TAGLINE,"Action, Adventure, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1921480,#BLUD,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1921490,Wild Blue,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1921500,Pet Vet 3D Animal hospital Down Under,"Adventure, Casual","Single-player, Family Sharing"
1921510,Pet Vet 3D Wild Animal Hospital,"Adventure, Casual, Indie","Single-player, Family Sharing"
1921520,Apparatus,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Includes level editor, Family Sharing"
1921530,Zombie Death Quota,"Action, Indie","Single-player, Steam Achievements, Full controller support, Stats, Steam Leaderboards"
1921550,Chico and the Magic Orchards,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on TV, Family Sharing"
1921560,Flowers -Le volume sur hiver-,"Adventure, Casual","Single-player, Steam Cloud, Family Sharing"
1921570,GrumpyTunez,Racing,Single-player
1921600,A Drop of Hope,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1921610,Roaming The Stars,"Action, Adventure, Simulation","Single-player, Family Sharing"
1921650,Above The Law,"Action, Adventure, Indie, Simulation","Single-player, Full controller support, Family Sharing"
1921660,Six Aspects,"Indie, RPG, Strategy, Early Access","Single-player, Family Sharing"
1921680,VR Air Hockey,"Action, Casual, Sports","Single-player, Tracked Controller Support, VR Only, Family Sharing"
1921740,CRAYON SHINCHAN The Storm Called! FLAMING KASUKABE RUNNER!!,"Action, Adventure, Casual","Single-player, Steam Achievements, Full controller support, Family Sharing"
1921760,Pocket Academy,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1921770,The Manga Works,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1921780,The Sushi Spinnery,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1921820,Cyberpulse Playtest,,
1921840,Terra Flame,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing"
1921850,Lenin Simulator,Simulation,"Single-player, Family Sharing"
1921870,Rogue Earth,"Indie, Strategy","Single-player, Family Sharing"
1921880,Max Traffic,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
1921900,The Testing Chamber,"RPG, Simulation","Single-player, Full controller support, Family Sharing"
1921950,Conflict 3048,Strategy,"Single-player, Includes level editor"
1921980,Between Horizons,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Family Sharing"
1921990,The Timekeeper,"Casual, Indie","Single-player, Full controller support"
1922000,Towerland,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
1922010,Breachers,Action,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Supported, In-App Purchases, Family Sharing"
1922020,Land Above Sea Below,"Casual, Indie, Strategy","Single-player, Steam Achievements, Family Sharing"
1922030,XXX Talent,Adventure,"Single-player, Family Sharing"
1922060,BrVR Backrooms Virtual Reality,"Action, Adventure, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing"
1922070,The Dream Team,"Adventure, Casual, Indie, RPG",Single-player
1922090,Meridiana - A demon's madness,"Adventure, Casual, Indie","Single-player, Family Sharing"
1922100,RC Death Race: Multiplayer,"Action, Massively Multiplayer, Racing, Sports","Multi-player, PvP, Online PvP, LAN PvP, Family Sharing"
1922110,Why Me,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports, Strategy","Single-player, Partial Controller Support, Family Sharing"
1922120,Mystery Solitaire. Powerful Alchemist 2,Casual,"Single-player, Family Sharing"
1922130,Mystery Solitaire. Grimm's Tales 5,Casual,"Single-player, Family Sharing"
1922140,1001 Jigsaw. Cute Cats,Casual,"Single-player, Family Sharing"
1922150,1001 Jigsaw. Wild Animals,Casual,"Single-player, Family Sharing"
2296950,Out of the Ashes,"Action, Adventure, Indie, RPG","Single-player, Family Sharing"
2296960,Dangerous Road,"Action, Adventure, Indie, Racing","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Workshop, Partial Controller Support, Family Sharing"
2296980,De Feet,"RPG, Early Access","Single-player, Family Sharing"
2296990,We Were Here Expeditions: The FriendShip,"Adventure, Casual, Indie","Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
2297010,Combat Mission: Battle for Normandy,Strategy,"Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing"
2297040,Custom Desktop Pet,"Casual, Indie","Single-player, Steam Workshop, Steam Workshop, Family Sharing"
2297130,Stay in,"Action, Casual","Single-player, Family Sharing"
2297140,Smash Point (Arcade edition),"Action, Massively Multiplayer","Multi-player, PvP, Co-op, VR Only"
2297150,Taxi Driver Simulator: Car Parking,"Action, Indie, Racing, RPG, Simulation","Single-player, Family Sharing"
2297160,Lightballs,"Casual, Indie, Sports","Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing"
2297180,思い出して/思い出せなくて罪,"Adventure, Indie","Single-player, Family Sharing"
2297200,Size story,Adventure,"Single-player, Family Sharing"
2297210,Plungeroo,Casual,"Single-player, Steam Achievements, Full controller support, Family Sharing"
2297220,Harmony Islands,"Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2297230,SETTRIS,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing"
2297240,Cartoon Rage,"Adventure, Casual, Indie","Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing"
2297260,The Gunslinger,Action,"Single-player, Family Sharing"
2297270,AIT,"Action, Indie, RPG","Single-player, Steam Achievements, Family Sharing"
2297320,Robot Room Cleaner,"Casual, Indie, Simulation","Single-player, Partial Controller Support, Family Sharing"
2297330,The Search: Lost Dreams,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing"
2297360,Deckweaver: Descent Into Chaos,"Action, Indie","Single-player, Full controller support"
2297430,Alien Garden,"Action, Adventure, Massively Multiplayer, RPG, Free To Play, Early Access","Multi-player, MMO, Co-op, Online Co-op"
2297450,Conflict FPS,"Action, Free To Play, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op"
2297490,OrbRider,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Family Sharing"
